,0
2101,38.38
2102,37.41
2103,35.95
2104,35.02
2105,37.49
2106,37.25
2107,37.26
2108,37.62
2109,37.67
2110,33.92
2111,35.36
2112,35.28
2113,35.96
2114,36.57
2115,36.68
2116,36.32
2117,35.78
2118,36.51
2119,36.96
2120,37.18
2121,37.4
2122,36.57
2123,36.71
2124,36.42
2125,37.63
2126,37.28
2127,36.89
2128,39.42
2129,39.7
2130,39.72
2131,40.85
2132,41.55
2133,41.56
2134,40.77
2135,40.82
2136,40.59
2137,40.94
2138,40.77
2139,40.91
2140,40.82
2141,40.95
2142,41.21
2143,40.98
2144,41.43
2145,41.74
2146,41.76
2147,41.89
2148,41.48
2149,41.91
2150,42.12
2151,42.05
2152,41.81
2153,41.32
2154,41.42
2155,42.85
2156,43.34
2157,43.53
2158,44.01
2159,44.58
2160,45.04
2161,44.68
2162,45.07
2163,46.73
2164,45.76
2165,45.21
2166,44.74
2167,45.15
2168,45.21
2169,45.5
2170,45.81
2171,46.48
2172,46.79
2173,46.88
2174,47.19
2175,47.93
2176,47.79
2177,48.06
2178,47.66
2179,47.64
2180,47.72
2181,47.73
2182,48.66
2183,48.83
2184,48.99
2185,49.7
2186,49.62
2187,49.17
2188,48.94
2189,49.01
2190,48.07
2191,50.43
2192,50.1
2193,50.72
2194,49.94
2195,48.59
2196,48.6
2197,48.08
2198,47.42
2199,44.66
2200,45.37
2201,45.91
2202,45.71
2203,45.45
2204,44.03
2205,44.87
2206,43.95
2207,43.2
2208,43.04
2209,42.86
2210,42.65
2211,42.88
2212,42.1
2213,41.67
2214,43.2
2215,43.89
2216,44.54
2217,45.72
2218,46.31
2219,46.85
2220,46.7
2221,46.69
2222,46.35
2223,46.62
2224,47.72
2225,47.58
2226,47.96
2227,47.8
2228,47.75
2229,47.03
2230,48.05
2231,48.03
2232,47.59
2233,48.47
2234,48.75
2235,49.15
2236,49.11
2237,48.1
2238,48.39
2239,48.87
2240,48.51
2241,48.89
2242,49.35
2243,49.18
2244,48.9
2245,49.45
2246,48.72
2247,49.83
2248,50.22
2249,50.18
2250,49.78
2251,49.95
2252,50.42
2253,50.2
2254,51.23
2255,50.12
2256,49.06
2257,46.49
2258,47.37
2259,47.86
2260,48.92
2261,48.51
2262,48.39
2263,50.44
2264,48.94
2265,48.7
2266,49.84
2267,50.77
2268,50.78
2269,51.33
2270,51.28
2271,48.91
2272,49.84
2273,49.28
2274,49.61
2275,50.45
2276,50.39
2277,49.65
2278,50.49
2279,51.48
2280,51.48
2281,51.7
2282,52.31
2283,53.97
2284,53.85
2285,52.8
2286,53.08
2287,53.27
2288,53.77
2289,53.34
2290,52.56
2291,52.79
2292,52.54
2293,53.35
2294,53.08
2295,52.82
2296,54.06
2297,54.21
2298,52.85
2299,53.3
2300,54.8
2301,54.81
2302,54.17
2303,54.8
2304,55.54
2305,57.02
2306,56.93
2307,56.8
2308,56.57
2309,56.79
2310,57.06
2311,58.05
2312,57.92
2313,58.7
2314,58.8
2315,59.52
2316,60.12
2317,58.73
2318,58.72
2319,60.05
2320,61.75
2321,62.16
2322,62.07
2323,62.09
2324,62.81
2325,62.98
2326,63.48
2327,63.42
2328,64.03
2329,63.59
2330,64.34
2331,64.67
2332,64.47
2333,63.72
2334,63.43
2335,63.38
2336,64.49
2337,63.99
2338,64.85
2339,64.7
2340,63.95
2341,62.81
2342,63.37
2343,64.3
2344,65.54
2345,64.62
2346,65.0
2347,65.55
2348,65.72
2349,66.62
2350,67.76
2351,67.89
2352,67.73
2353,67.79
2354,67.65
2355,68.76
2356,68.82
2357,70.19
2358,70.16
2359,70.58
2360,71.09
2361,72.72
2362,72.01
2363,72.58
2364,72.24
2365,73.4
2366,74.96
2367,75.13
2368,76.74
2369,75.7
2370,75.38
2371,76.32
2372,77.17
2373,76.64
2374,76.92
2375,77.29
2376,77.06
2377,74.8
2378,76.91
2379,78.52
2380,78.41
2381,74.93
2382,74.73
2383,77.19
2384,77.82
2385,78.73
2386,77.66
2387,78.03
2388,77.56
2389,79.4
2390,78.84
2391,78.86
2392,77.41
2393,78.54
2394,77.73
2395,75.97
2396,72.36
2397,69.91
2398,71.02
2399,66.38
2400,66.34
2401,72.51
2402,70.21
2403,73.47
2404,71.09
2405,70.14
2406,64.59
2407,69.25
2408,66.84
2409,60.24
2410,67.46
2411,58.78
2412,61.36
2413,59.86
2414,59.4
2415,55.63
2416,54.45
2417,59.91
2418,59.58
2419,62.72
2420,60.12
2421,61.84
2422,61.71
2423,58.46
2424,59.44
2425,58.59
2426,63.7
2427,62.96
2428,64.57
2429,65.04
2430,66.31
2431,69.66
2432,69.03
2433,69.57
2434,68.63
2435,67.21
2436,65.13
2437,67.0
2438,66.74
2439,68.67
2440,68.72
2441,67.61
2442,69.83
2443,71.3
2444,70.15
2445,71.14
2446,72.21
2447,72.96
2448,73.71
2449,75.47
2450,76.65
2451,75.78
2452,74.86
2453,75.32
2454,74.88
2455,76.64
2456,76.2
2457,77.68
2458,77.1
2459,77.6
2460,77.07
2461,77.41
2462,77.44
2463,77.37
2464,78.32
2465,78.68
2466,79.11
2467,78.43
2468,80.67
2469,81.14
2470,83.71
2471,85.86
2472,81.74
2473,82.44
2474,83.46
2475,85.67
2476,85.55
2477,85.59
2478,85.1
2479,87.33
2480,89.19
2481,87.62
2482,88.78
2483,86.05
2484,88.03
2485,88.77
2486,88.6
2487,88.6
2488,90.97
2489,90.69
2490,92.8
2491,93.2
2492,93.36
2493,92.93
2494,94.47
2495,95.12
2496,93.95
2497,93.76
2498,95.74
2499,94.41
2500,94.68
2501,90.37
2502,90.15
2503,92.28
2504,90.77
2505,92.51
2506,93.63
2507,103.43
2508,106.03
2509,106.74
2510,107.13
2511,110.87
2512,108.35
2513,109.92
2514,106.65
2515,110.2
2516,112.15
2517,112.05
2518,111.75
2519,112.68
2520,112.83
2521,115.33
2522,121.27
2523,122.72
2524,121.72
2525,123.37
2526,121.9
2527,121.7
2528,125.83
2529,130.84
2530,128.13
2531,117.87
2532,117.95
2533,110.01
2534,114.4
2535,110.66
2536,109.21
2537,112.49
2538,112.66
2539,109.34
2540,107.59
2541,104.18
2542,107.34
2543,109.03
2544,104.45
2545,105.53
2546,109.48
2547,112.1
2548,111.25
2549,112.93
2550,113.88
2551,110.21
2552,113.6
2553,110.34
2554,112.21
2555,112.11
2556,114.06
2557,121.3
2558,118.08
2559,118.17
2560,117.7
2561,116.06
2562,113.09
2563,114.58
2564,113.96
2565,112.87
2566,112.18
2567,112.19
2568,113.7
2569,108.43
2570,112.45
2571,106.15
2572,106.06
2573,107.69
2574,112.09
2575,116.07
2576,115.93
2577,113.62
2578,113.28
2579,116.72
2580,116.44
2581,116.49
2582,117.51
2583,116.62
2584,115.29
2585,115.89
2586,114.62
2587,111.21
2588,112.5
2589,113.34
2590,113.88
2591,116.29
2592,119.87
2593,120.22
2594,120.09
2595,119.41
2596,120.88
2597,121.49
2598,118.95
2599,120.38
2600,119.57
2601,118.95
2602,124.91
2603,124.84
2604,125.71
2605,123.72
2606,125.25
2607,128.82
2608,127.92
2609,128.91
2610,133.52
2611,131.74
2612,130.62
2613,129.61
2614,126.41
2615,127.97
2616,123.66
2617,127.88
2618,128.98
2619,125.99
2620,125.81
2621,127.85
2622,125.92
2623,124.19
2624,124.86
2625,128.96
2626,133.69
2627,135.84
2628,139.6
2629,139.84
2630,138.76
2631,133.91
2632,128.9
2633,131.03
2634,131.86
2635,130.83
2636,134.2
2637,133.78
2638,133.93
2639,133.05
2640,132.44
2641,132.19
2642,132.42
2643,130.29
2644,127.99
2645,126.89
2646,127.04
2647,123.26
2648,123.12
2649,122.62
2650,118.36
2651,118.62
2652,125.01
2653,122.4
2654,119.4
2655,117.52
2656,118.78
2657,113.83
2658,118.46
2659,117.37
2660,119.31
2661,118.4
2662,121.29
2663,122.84
2664,122.05
2665,117.91
2666,117.38
2667,120.71
2668,119.87
2669,117.48
2670,117.97
2671,118.57
2672,118.75
2673,117.29
2674,119.49
2675,120.32
2676,123.16
2677,123.46
2678,125.12
2679,127.52
2680,130.11
2681,128.38
2682,131.5
2683,129.16
2684,131.57
2685,131.24
2686,131.91
2687,130.21
2688,130.6
2689,129.07
2690,131.4
2691,131.79
2692,131.47
2693,130.67
2694,130.58
2695,128.6
2696,129.66
2697,125.07
2698,125.31
2699,126.92
2700,127.59
2701,124.3
2702,123.38
2703,120.3
2704,122.46
2705,124.89
2706,123.73
2707,122.34
2708,122.18
2709,124.75
2710,122.91
2711,124.55
2712,124.35
2713,124.3
2714,122.76
2715,122.11
2716,121.78
2717,122.55
2718,121.06
2719,123.36
2720,123.37
2721,124.19
2722,124.57
2723,123.58
2724,124.79
2725,127.86
2726,127.03
2727,127.53
2728,129.14
2729,127.84
2730,129.64
2731,131.29
2732,131.01
2733,130.73
2734,130.43
2735,132.07
2736,133.59
2737,134.21
2738,134.51
2739,137.15
2740,139.17
2741,141.66
2742,140.36
2743,142.19
2744,141.6
2745,142.71
2746,146.15
2747,145.5
2748,143.45
2749,139.59
2750,143.21
2751,142.48
2752,143.85
2753,145.57
2754,146.0
2755,143.82
2756,142.07
2757,142.71
2758,142.93
2759,142.6
2760,144.4
2761,144.0
2762,144.1
2763,143.42
2764,143.37
2765,142.89
2766,143.14
2767,146.12
2768,146.32
2769,148.3
2770,147.39
2771,143.63
2772,143.97
2773,145.43
2774,146.92
2775,146.83
2776,145.6
2777,144.79
2778,145.83
2779,150.27
2780,149.0
2781,149.67
2782,150.79
2783,151.43
2784,153.77
2785,152.22
2786,151.2
2787,146.19
2788,146.76
2789,145.36
2790,146.25
2791,146.02
2792,143.34
2793,140.28
2794,140.76
2795,143.13
2796,144.09
2797,144.18
2798,142.66
2799,139.27
2800,140.17
2801,138.86
2802,139.99
2803,136.55
2804,138.48
2805,139.35
2806,140.62
2807,140.24
2808,140.15
2809,138.87
2810,138.28
2811,141.08
2812,142.14
2813,143.82
2814,145.99
2815,146.48
2816,146.7
2817,145.92
2818,145.87
2819,146.54
2820,146.08
2821,149.73
2822,147.01
2823,146.18
2824,147.23
2825,148.67
2826,148.15
2827,148.68
2828,147.85
2829,148.22
2830,145.38
2831,145.33
2832,147.41
2833,147.42
2834,148.4
2835,150.85
2836,155.16
2837,157.79
2838,158.25
2839,158.63
2840,159.16
2841,154.11
2842,157.48
2843,162.46
2844,161.94
2845,160.94
2846,159.06
2847,162.48
2848,168.24
2849,172.07
2850,171.56
2851,176.36
2852,172.72
2853,171.33
2854,176.22
2855,169.3
2856,168.2
2857,166.83
2858,170.02
2859,172.62
2860,173.25
2861,177.23
2862,176.21
2863,176.3
2864,175.14
2865,174.52
2866,178.88
2867,176.61
2868,171.91
2869,169.04
2870,169.21
2871,169.23
2872,172.07
2873,172.51
2874,169.23
2875,170.09
2876,166.88
2877,163.37
2878,161.68
2879,159.62
2880,158.84
2881,157.03
2882,156.94
2883,156.48
2884,167.4
2885,171.77
2886,171.61
2887,172.82
2888,169.93
2889,169.64
2890,168.92
2891,172.04
2892,173.47
2893,169.38
2894,165.95
2895,166.19
2896,170.03
2897,169.8
2898,166.19
2899,164.63
2900,161.7
2901,157.52
2902,160.15
2903,162.22
2904,162.49
2905,160.6
2906,163.9
2907,163.58
2908,160.57
2909,156.76
2910,154.93
2911,160.35
2912,155.99
2913,152.26
2914,148.22
2915,152.62
2916,157.05
2917,158.06
2918,161.37
2919,162.74
2920,166.13
2921,167.5
2922,171.29
2923,171.93
2924,172.8
2925,176.11
2926,174.94
2927,171.83
2928,171.53
2929,175.59
2930,172.27
2931,169.09
2932,169.4
2933,167.38
2934,163.11
2935,164.99
2936,167.68
2937,162.65
2938,162.44
2939,164.73
2940,164.56
2941,163.77
2942,159.21
2943,160.28
2944,154.3
2945,154.07
2946,161.03
2947,155.14
2948,155.44
2949,156.94
2950,163.37
2951,154.27
2952,155.0
2953,149.86
2954,152.27
2955,144.38
2956,140.49
2957,144.98
2958,143.43
2959,147.08
2960,138.78
2961,135.36
2962,135.6
2963,141.04
2964,138.32
2965,138.48
2966,141.7
2967,147.47
2968,146.68
2969,146.55
2970,149.02
2971,143.27
2972,144.02
2973,146.55
2974,145.81
2975,140.57
2976,135.14
2977,129.97
2978,130.84
2979,133.47
2980,128.17
2981,129.65
2982,133.9
2983,133.39
2984,136.27
2985,139.61
2986,139.61
2987,135.45
2988,137.21
2989,134.74
2990,136.92
2991,139.51
2992,140.85
2993,144.23
2994,144.91
2995,142.77
2996,143.75
2997,143.38
2998,146.32
2999,147.99
3000,144.94
3001,148.81
3002,150.82
3003,153.1
3004,151.86
3005,150.73
3006,149.4
3007,154.52
3008,155.07
3009,160.15
3010,159.17
3011,157.69
3012,163.72
3013,163.41
3014,163.18
3015,162.71
3016,162.75
3017,167.02
3018,166.28
3019,169.84
3020,170.92
3021,170.76
3022,172.26
3023,171.86
3024,169.27
3025,165.37
3026,165.03
3027,165.33
3028,167.8
3029,161.47
3030,159.26
3031,156.82
3032,155.16
3033,155.89
3034,153.76
3035,152.5
3036,153.91
3037,152.43
3038,155.3
3039,161.28
3040,151.82
3041,153.27
3042,150.37
3043,148.72
3044,152.45
3045,154.84
3046,151.7
3047,150.73
3048,148.45
3049,148.79
3050,149.77
3051,147.87
3052,140.61
3053,136.39
3054,140.58
3055,144.18
3056,144.48
3057,143.52
3058,138.25
3059,138.58
3060,137.16
3061,136.52
3062,141.11
3063,136.56
3064,140.54
3065,141.86
3066,141.97
3067,141.51
3068,145.34
3069,147.49
3070,150.34
3071,147.39
3072,142.9
3073,153.7
3074,151.33
3075,148.67
3076,143.13
3077,137.06
3078,136.79
3079,137.32
3080,137.9
3081,133.32
3082,145.18
3083,147.98
3084,146.58
3085,148.32
3086,147.08
3087,148.99
3088,149.55
3089,146.31
3090,148.45
3091,149.33
3092,146.41
3093,142.56
3094,139.55
3095,146.33
3096,146.61
3097,146.11
3098,144.94
3099,141.27
3100,139.32
3101,141.01
3102,140.53
3103,142.83
3104,143.8
3105,141.56
3106,134.93
3107,132.96
3108,130.85
3109,130.78
3110,133.89
3111,130.71
3112,130.34
3113,128.54
3114,124.59
3115,128.12
3116,128.44
3117,123.63
3118,124.91
3119,123.58
3120,128.13
3121,128.65
3122,129.23
3123,131.96
3124,131.88
3125,133.21
3126,134.38
3127,133.66
3128,133.72
3129,136.29
3130,139.49
3131,140.89
3132,140.23
3133,142.31
3134,144.25
3135,141.36
3136,142.63
3137,143.76
3138,149.09
3139,152.72
3140,149.99
3141,152.87
3142,150.17
3143,149.14
3144,149.5
3145,152.31
3146,151.67
3147,153.78
3148,152.18
3149,151.03
3150,147.0
3151,147.42
3152,147.91
3153,145.25
3154,146.44
3155,145.94
3156,143.86
3157,144.45
3158,149.52
3159,152.29
3160,150.09
3161,151.34
3162,149.09
3163,147.02
3164,148.97
3165,151.07
3166,151.46
3167,154.29
3168,153.45
3169,155.83
3170,157.69
3171,156.25
3172,157.34
3173,158.65
3174,156.7
3175,156.08
3176,159.16
3177,160.74
3178,163.25
3179,164.51
3180,163.98
3181,162.12
3182,163.02
3183,160.41
3184,159.19
3185,158.5
3186,163.91
3187,163.56
3188,163.58
3189,164.81
3190,165.96
3191,164.99
3192,163.37
3193,163.68
3194,162.13
3195,162.12
3196,166.73
3197,167.99
3198,167.9
3199,166.86
3200,165.78
3201,164.13
3202,171.84
3203,171.77
3204,170.06
3205,171.83
3206,172.02
3207,171.08
3208,170.59
3209,170.59
3210,171.2
3211,173.54
3212,173.65
3213,172.7
3214,170.08
3215,170.36
3216,171.5
3217,173.92
3218,175.77
3219,175.72
3220,178.54
3221,179.39
3222,178.03
3223,177.67
3224,176.29
3225,179.01
3226,179.4
3227,182.21
3228,181.73
3229,182.37
3230,184.41
3231,183.33
3232,183.42
3233,182.38
3234,185.39
3235,185.07
3236,183.67
3237,186.44
3238,187.62
3239,187.96
3240,192.3
3241,190.8
3242,189.68
3243,190.16
3244,189.04
3245,186.99
3246,186.46
3247,188.14
3248,188.9
3249,189.05
3250,192.32
3251,192.06
3252,193.42
3253,191.47
3254,190.29
3255,191.09
3256,191.95
3257,192.82
3258,191.56
3259,194.14
3260,194.76
3261,193.92
3262,190.92
3263,189.52
3264,180.42
3265,177.31
3266,178.25
3267,176.65
3268,176.44
3269,176.5
3270,178.15
3271,176.16
3272,175.29
3273,172.73
3274,173.22
3275,174.56
3276,175.94
3277,179.8
3278,175.1
3279,177.31
3280,178.88
3281,182.78
3282,186.28
3283,186.5
3284,188.08
3285,188.32
3286,181.58
3287,176.27
3288,176.88
3289,178.05
3290,175.02
3291,172.94
3292,174.46
3293,173.74
3294,176.68
3295,177.77
3296,174.21
3297,172.66
3298,173.52
3299,174.8
3300,170.71
3301,169.19
3302,169.45
3303,169.96
3304,172.49
3305,171.15
3306,172.4
3307,173.64
3308,176.2
3309,177.69
3310,177.09
3311,178.49
3312,179.4
3313,177.55
3314,177.42
3315,175.86
3316,174.56
3317,174.18
3318,171.62
3319,171.74
3320,172.18
3321,169.86
3322,165.68
3323,167.0
3324,169.05
3325,169.53
3326,172.7
3327,176.28
3328,175.36
3329,177.93
3330,180.5
3331,181.56
3332,181.08
3333,185.29
3334,183.7
3335,186.32
3336,186.89
3337,188.58
3338,188.56
3339,190.31
3340,189.5
3341,190.17
3342,188.84
3343,188.66
3344,189.26
3345,188.24
3346,188.82
3347,190.1
3348,188.3
3349,192.27
3350,191.17
3351,193.11
3352,194.54
3353,192.03
3354,193.55
3355,196.78
3356,196.93
3357,196.39
3358,194.72
3359,195.76
3360,193.67
3361,193.52
3362,192.44
3363,191.9
3364,192.0
3365,192.42
3366,191.38
3367,184.53
3368,183.15
3369,180.82
3370,180.1
3371,184.45
3372,184.04
3373,185.08
3374,184.48
3375,184.81
3376,182.53
3377,181.59
3378,187.5
3379,190.42
3380,192.73
3381,194.02
3382,193.34
3383,193.01
3384,191.27
3385,190.59
3386,186.92
3387,183.3
3388,185.74
3389,184.74
3390,186.56
3391,188.17
3392,188.28
3393,187.2
3394,187.96
3395,186.27
3396,184.17
3397,183.28
3398,183.0
3399,181.45
3400,180.71
3401,181.46
3402,183.5
3403,181.66
3404,180.31
3405,181.77
3406,180.57
3407,179.9
3408,178.82
3409,174.28
3410,169.32
3411,168.33
3412,168.21
3413,169.93
3414,171.94
3415,172.42
3416,170.33
3417,172.19
3418,171.81
3419,172.9
3420,175.25
3421,177.83
3422,170.56
3423,171.47
3424,170.05
3425,168.91
3426,172.5
3427,170.67
3428,169.23
3429,168.05
3430,168.85
3431,168.03
3432,168.78
3433,167.66
3434,168.87
3435,166.99
3436,174.22
3437,175.72
3438,171.88
3439,168.58
3440,167.21
3441,166.25
3442,164.22
3443,165.06
3444,166.12
3445,168.23
3446,169.09
3447,168.5
3448,172.68
3449,169.53
3450,168.5
3451,172.22
3452,182.52
3453,180.86
3454,181.54
3455,181.88
3456,183.7
3457,182.44
3458,185.66
3459,186.8
3460,189.08
3461,189.2
3462,189.23
3463,190.4
3464,191.71
3465,190.26
3466,186.25
3467,189.34
3468,189.35
3469,189.65
3470,190.65
3471,191.61
3472,193.38
3473,193.7
3474,195.21
3475,193.83
3476,196.23
3477,192.47
3478,206.46
3479,212.36
3480,213.52
3481,211.78
3482,215.94
3483,213.57
3484,208.98
3485,206.79
3486,207.44
3487,208.37
3488,212.54
3489,213.38
3490,209.91
3491,216.02
3492,219.53
3493,220.81
3494,225.58
3495,227.06
3496,227.91
3497,232.2
3498,226.81
3499,229.77
3500,233.61
3501,234.03
3502,228.11
3503,223.43
3504,223.56
3505,223.21
3506,224.26
3507,217.81
3508,216.76
3509,217.23
3510,217.51
3511,218.07
3512,221.34
3513,217.63
3514,219.12
3515,208.57
3516,206.54
3517,209.12
3518,212.6
3519,215.52
3520,217.05
3521,220.78
3522,221.23
3523,224.23
3524,225.55
3525,225.39
3526,226.01
3527,225.9
3528,224.04
3529,226.34
3530,226.68
3531,227.53
3532,225.99
3533,229.29
3534,228.5
3535,222.28
3536,220.37
3537,221.89
3538,220.34
3539,220.42
3540,219.63
3541,222.17
3542,222.28
3543,222.01
3544,215.84
3545,216.31
3546,220.21
3547,228.37
3548,227.7
3549,225.97
3550,226.87
3551,225.87
3552,227.02
3553,227.29
3554,232.49
3555,225.71
3556,226.28
3557,225.17
3558,226.3
3559,221.2
3560,225.27
3561,229.04
3562,228.54
3563,227.05
3564,230.79
3565,233.34
3566,231.27
3567,231.64
3568,234.48
3569,235.96
3570,235.34
3571,230.25
3572,230.06
3573,230.9
3574,232.89
3575,233.16
3576,229.59
3577,225.41
3578,222.42
3579,221.52
3580,222.96
3581,222.23
3582,226.98
3583,226.71
3584,223.98
3585,223.98
3586,224.87
3587,227.97
3588,224.75
3589,227.77
3590,228.03
3591,228.75
3592,228.27
3593,229.62
3594,232.61
3595,234.8
3596,234.67
3597,237.07
3598,239.33
3599,242.38
3600,242.74
3601,242.77
3602,242.57
3603,246.48
3604,247.5
3605,246.22
3606,247.69
3607,247.86
3608,250.76
3609,253.2
3610,247.78
3611,249.52
3612,254.21
3613,254.99
3614,257.92
3615,258.74
3616,255.31
3617,251.92
3618,250.14
3619,243.58
3620,243.09
3621,244.73
3622,241.94
3623,242.43
3624,236.59
3625,234.14
3626,233.02
3627,237.61
3628,228.01
3629,229.73
3630,222.4
3631,223.58
3632,223.41
3633,222.54
3634,229.61
3635,238.0
3636,239.1
3637,237.33
3638,235.74
3639,227.76
3640,232.54
3641,232.21
3642,232.96
3643,227.38
3644,227.65
3645,232.62
3646,236.87
3647,241.53
3648,244.6
3649,244.47
3650,244.87
3651,245.83
3652,245.55
3653,247.1
3654,247.04
3655,240.36
3656,237.3
3657,241.84
3658,238.03
3659,235.93
3660,235.74
3661,235.33
3662,239.07
3663,227.48
3664,220.84
3665,216.98
3666,209.68
3667,213.49
3668,214.0
3669,212.69
3670,215.24
3671,214.1
