ts_code,trade_date,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_volume_rate,pb,ps,total_share,float_share,free_share,total_mv,circ_mv
AAPL.US,20100929,289.81,286.0,287.37,286.86,0.51,0.1778,16773000,4820057010.0,0.1048,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,4741605000000.0,4597920000000.0
AAPL.US,20100930,290.0,281.25,283.75,287.37,-3.62,-1.2597,24049700,6824102375.0,0.1503,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,4681875000000.0,4540000000000.0
AAPL.US,20101001,286.58,281.35,282.52,283.75,-1.23,-0.4335,16005100,4521760852.0,0.1,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,4661580000000.0,4520320000000.0
AAPL.US,20101004,282.9,277.77,278.64,282.52,-3.88,-1.3734,15546500,4331876760.0,0.0972,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,4597560000000.0,4458240000000.0
AAPL.US,20101005,289.45,281.82,288.94,278.64,10.3,3.6965,17927400,5179942956.0,0.112,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,4767510000000.0,4623040000000.0
AAPL.US,20101006,291.99,285.26,289.19,288.94,0.25,0.0865,23959600,6928876724.0,0.1497,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,4771635000000.0,4627040000000.0
AAPL.US,20101007,290.48,286.91,289.22,289.19,0.03,0.0104,14585700,4218476154.0,0.0912,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,4772130000000.0,4627520000000.0
AAPL.US,20101008,294.5,290.0,294.07,289.22,4.85,1.6769,23514400,6914879608.0,0.147,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,4852155000000.0,4705120000000.0
AAPL.US,20101011,297.24,294.6,295.36,294.07,1.29,0.4387,15276900,4512185184.0,0.0955,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,4873440000000.0,4725760000000.0
AAPL.US,20101012,299.5,292.49,298.54,295.36,3.18,1.0767,19948000,5955275920.0,0.1247,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,4925910000000.0,4776640000000.0
AAPL.US,20101013,301.96,299.8,300.14,298.54,1.6,0.5359,22503300,6754140462.0,0.1406,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,4952310000000.0,4802240000000.0
AAPL.US,20101014,302.47,300.4,302.31,300.14,2.17,0.723,15546300,4699801953.0,0.0972,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,4988115000000.0,4836960000000.0
AAPL.US,20101015,315.0,304.91,314.74,302.31,12.43,4.1117,32935500,10366119270.0,0.2058,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5193210000000.0,5035840000000.0
AAPL.US,20101018,319.0,314.29,318.0,314.74,3.26,1.0358,39036100,12413479800.0,0.244,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5247000000000.0,5088000000000.0
AAPL.US,20101019,313.77,300.02,309.49,318.0,-8.51,-2.6761,44028000,13626225720.0,0.2752,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5106585000000.0,4951840000000.0
AAPL.US,20101020,314.25,306.87,310.53,309.49,1.04,0.336,25772300,8003072319.0,0.1611,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5123745000000.0,4968480000000.0
AAPL.US,20101021,314.74,306.8,309.52,310.53,-1.01,-0.3253,19695000,6095996400.0,0.1231,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5107080000000.0,4952320000000.0
AAPL.US,20101022,310.04,306.3,307.47,309.52,-2.05,-0.6623,13313500,4093501845.0,0.0832,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5073255000000.0,4919520000000.0
AAPL.US,20101025,311.6,308.44,308.84,307.47,1.37,0.4456,14016500,4328855860.0,0.0876,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5095860000000.0,4941440000000.0
AAPL.US,20101026,309.74,305.65,308.05,308.84,-0.79,-0.2558,14033200,4322927260.0,0.0877,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5082825000000.0,4928800000000.0
AAPL.US,20101027,309.9,305.6,307.83,308.05,-0.22,-0.0714,14250100,4386608283.0,0.0891,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5079195000000.0,4925280000000.0
AAPL.US,20101028,308.0,300.9,305.24,307.83,-2.59,-0.8414,19680400,6007245296.0,0.123,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5036460000000.0,4883840000000.0
AAPL.US,20101029,305.88,300.87,300.98,305.24,-4.26,-1.3956,15375400,4627687892.0,0.0961,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,4966170000000.0,4815680000000.0
AAPL.US,20101101,305.6,302.2,304.18,300.98,3.2,1.0632,15138900,4604950602.0,0.0946,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5018970000000.0,4866880000000.0
AAPL.US,20101102,310.19,307.0,309.36,304.18,5.18,1.7029,15497500,4794306600.0,0.0969,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5104440000000.0,4949760000000.0
AAPL.US,20101103,312.88,308.53,312.8,309.36,3.44,1.112,18155300,5678977840.0,0.1135,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5161200000000.0,5004800000000.0
AAPL.US,20101104,320.18,315.03,318.27,312.8,5.47,1.7487,22946000,7303023420.0,0.1434,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5251455000000.0,5092320000000.0
AAPL.US,20101105,319.57,316.75,317.13,318.27,-1.14,-0.3582,12901900,4091579547.0,0.0806,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5232645000000.0,5074080000000.0
AAPL.US,20101108,319.77,316.76,318.62,317.13,1.49,0.4698,10062800,3206209336.0,0.0629,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5257230000000.0,5097920000000.0
AAPL.US,20101109,321.3,314.5,316.08,318.62,-2.54,-0.7972,13698000,4329663840.0,0.0856,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5215320000000.0,5057280000000.0
AAPL.US,20101110,318.77,313.55,318.03,316.08,1.95,0.6169,13722400,4364134872.0,0.0858,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5247495000000.0,5088480000000.0
AAPL.US,20101111,318.4,314.25,316.65,318.03,-1.38,-0.4339,12903000,4085799465.0,0.0806,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5224725000000.0,5066400000000.0
AAPL.US,20101112,316.5,303.63,308.03,316.65,-8.62,-2.7222,28423100,8755167493.0,0.1776,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5082495000000.0,4928480000000.0
AAPL.US,20101115,310.54,306.27,307.04,308.03,-0.99,-0.3214,14414500,4425756007.5,0.0901,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5066160000000.0,4912640000000.0
AAPL.US,20101116,307.6,299.32,301.59,307.04,-5.45,-1.775,23487500,7083595125.0,0.1468,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,4976235000000.0,4825440000000.0
AAPL.US,20101117,303.99,297.76,300.5,301.59,-1.09,-0.3614,17123200,5145521600.0,0.107,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,4958250000000.0,4808000000000.0
AAPL.US,20101118,309.67,304.69,308.43,300.5,7.93,2.6389,17660400,5446997172.0,0.1104,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5089095000000.0,4934880000000.0
AAPL.US,20101119,308.4,305.24,306.73,308.43,-1.7,-0.5512,13744400,4215819812.0,0.0859,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5061045000000.0,4907680000000.0
AAPL.US,20101122,313.36,305.87,313.36,306.73,6.63,2.1615,14038400,4399073024.0,0.0877,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5170440000000.0,5013760000000.0
AAPL.US,20101123,311.75,306.56,308.73,313.36,-4.63,-1.4775,18551700,5727466341.0,0.1159,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5094045000000.0,4939680000000.0
AAPL.US,20101124,315.4,311.75,314.8,308.73,6.06,1.9629,14775900,4651379440.5,0.0923,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5194200000000.0,5036800000000.0
AAPL.US,20101126,317.7,312.94,315.0,314.8,0.2,0.0635,8485200,2672838000.0,0.053,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5197500000000.0,5040000000000.0
AAPL.US,20101129,317.48,311.38,316.87,315.0,1.87,0.5937,15920900,5044855583.0,0.0995,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5228355000000.0,5069920000000.0
AAPL.US,20101130,314.36,310.87,311.15,316.87,-5.72,-1.8052,17923500,5576897025.0,0.112,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5133975000000.0,4978400000000.0
AAPL.US,20101201,317.75,315.0,316.4,311.15,5.25,1.6873,16491100,5217784040.0,0.1031,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5220600000000.0,5062400000000.0
AAPL.US,20101202,319.0,314.89,318.15,316.4,1.75,0.5531,16529900,5258987685.0,0.1033,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5249475000000.0,5090400000000.0
AAPL.US,20101203,318.65,316.34,317.44,318.15,-0.71,-0.2232,12217600,3878354944.0,0.0764,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5237760000000.0,5079040000000.0
AAPL.US,20101206,322.33,318.42,320.15,317.44,2.71,0.8537,16017200,5127906580.0,0.1001,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5282475000000.0,5122400000000.0
AAPL.US,20101207,323.99,318.12,318.21,320.15,-1.94,-0.606,13980500,4448734905.0,0.0874,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5250465000000.0,5091360000000.0
AAPL.US,20101208,321.02,317.11,321.01,318.21,2.8,0.8799,11497700,3690876677.0,0.0719,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5296665000000.0,5136160000000.0
AAPL.US,20101209,322.5,319.02,319.76,321.01,-1.25,-0.3894,10505400,3359180440.5,0.0657,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5276040000000.0,5116160000000.0
AAPL.US,20101210,321.05,318.6,320.56,319.76,0.8,0.2502,9375400,3005378224.0,0.0586,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5289240000000.0,5128960000000.0
AAPL.US,20101213,325.06,321.0,321.67,320.56,1.11,0.3463,15707700,5052695859.0,0.0982,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5307555000000.0,5146720000000.0
AAPL.US,20101214,322.54,319.0,320.29,321.67,-1.38,-0.429,12536000,4015155440.0,0.0784,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5284785000000.0,5124640000000.0
AAPL.US,20101215,323.0,319.19,320.36,320.29,0.07,0.0219,14904000,4774645440.0,0.0932,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5285940000000.0,5125760000000.0
AAPL.US,20101216,322.61,320.1,321.25,320.36,0.89,0.2778,11501100,3694728375.0,0.0719,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5300625000000.0,5140000000000.0
AAPL.US,20101217,321.79,320.23,320.61,321.25,-0.64,-0.1992,13818900,4430477529.0,0.0864,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5290065000000.0,5129760000000.0
AAPL.US,20101220,323.25,318.23,322.21,320.61,1.6,0.499,13771800,4437411678.0,0.0861,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5316465000000.0,5155360000000.0
AAPL.US,20101221,324.39,322.05,324.2,322.21,2.0,0.6207,9155500,2968258877.5,0.0572,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5349300000000.0,5187200000000.0
AAPL.US,20101222,325.72,323.55,325.16,324.2,0.96,0.2961,9497200,3088109552.0,0.0594,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5365140000000.0,5202560000000.0
AAPL.US,20101223,325.15,323.17,323.6,325.16,-1.56,-0.4798,7969900,2579059640.0,0.0498,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5339400000000.0,5177600000000.0
AAPL.US,20101227,325.44,321.52,324.68,323.6,1.08,0.3337,8922000,2896794960.0,0.0558,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5357220000000.0,5194880000000.0
AAPL.US,20101228,326.66,325.06,325.47,324.68,0.79,0.2433,6283000,2044928010.0,0.0393,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5370255000000.0,5207520000000.0
AAPL.US,20101229,326.45,325.1,325.29,325.47,-0.18,-0.0553,5826400,1895269656.0,0.0364,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5367285000000.0,5204640000000.0
AAPL.US,20101230,325.51,323.05,323.66,325.29,-1.63,-0.5011,5624800,1820522768.0,0.0352,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5340390000000.0,5178560000000.0
AAPL.US,20101231,323.48,321.31,322.56,323.66,-1.1,-0.3399,6911000,2229212160.0,0.0432,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5322240000000.0,5160960000000.0
AAPL.US,20110103,330.26,324.84,329.57,322.56,7.01,2.1732,15897800,5239437946.0,0.0994,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5437905000000.0,5273120000000.0
AAPL.US,20110104,332.5,328.15,331.29,329.57,1.72,0.5219,11038600,3656977794.0,0.069,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5466285000000.0,5300640000000.0
AAPL.US,20110105,334.34,329.5,334.0,331.29,2.71,0.818,9125700,3047983800.0,0.057,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5511000000000.0,5344000000000.0
AAPL.US,20110106,335.25,332.9,333.73,334.0,-0.27,-0.0808,10729600,3580789408.0,0.0671,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5506545000000.0,5339680000000.0
AAPL.US,20110107,336.35,331.9,336.12,333.73,2.39,0.7161,11140400,3744511248.0,0.0696,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5545980000000.0,5377920000000.0
AAPL.US,20110110,343.23,337.17,342.46,336.12,6.33,1.8833,16020000,5486129100.0,0.1001,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5650590000000.0,5479360000000.0
AAPL.US,20110111,344.96,339.47,341.64,342.46,-0.81,-0.2365,15861000,5418752040.0,0.0991,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5637060000000.0,5466240000000.0
AAPL.US,20110112,344.43,342.0,344.42,341.64,2.78,0.8137,10806800,3722078056.0,0.0675,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5682930000000.0,5510720000000.0
AAPL.US,20110113,346.64,343.85,345.68,344.42,1.26,0.3658,10599300,3663966024.0,0.0662,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5703720000000.0,5530880000000.0
AAPL.US,20110114,348.48,344.44,348.48,345.68,2.8,0.81,11030000,3843734400.0,0.0689,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5749920000000.0,5575680000000.0
AAPL.US,20110118,344.76,326.0,340.65,348.48,-7.83,-2.2469,67178500,22884356025.0,0.4199,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5620725000000.0,5450400000000.0
AAPL.US,20110119,348.6,336.88,338.84,340.65,-1.81,-0.5313,40557600,13742537184.0,0.2535,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5590860000000.0,5421440000000.0
AAPL.US,20110120,338.3,330.12,332.68,338.84,-6.16,-1.818,27313900,9086788252.0,0.1707,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5489220000000.0,5322880000000.0
AAPL.US,20110121,334.88,326.63,326.72,332.68,-5.96,-1.7915,26942900,8802784288.0,0.1684,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5390880000000.0,5227520000000.0
AAPL.US,20110124,337.45,326.72,337.45,326.72,10.73,3.2842,20524400,6925958780.0,0.1283,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5567925000000.0,5399200000000.0
AAPL.US,20110125,341.44,334.57,341.4,337.45,3.95,1.1705,19531000,6667883400.0,0.1221,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5633100000000.0,5462400000000.0
AAPL.US,20110126,345.6,341.5,343.85,341.4,2.45,0.7176,18102700,6224613395.0,0.1131,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5673525000000.0,5501600000000.0
AAPL.US,20110127,344.69,342.83,343.21,343.85,-0.64,-0.1861,10179500,3493706195.0,0.0636,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5662965000000.0,5491360000000.0
AAPL.US,20110128,344.4,333.53,336.1,343.21,-7.11,-2.0716,21144900,7106800890.0,0.1322,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5545650000000.0,5377600000000.0
AAPL.US,20110131,340.04,334.3,339.32,336.1,3.22,0.958,13473100,4571692292.0,0.0842,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5598780000000.0,5429120000000.0
AAPL.US,20110201,345.65,340.98,345.03,339.32,5.71,1.6828,15236900,5257187607.0,0.0952,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5692995000000.0,5520480000000.0
AAPL.US,20110202,345.25,343.55,344.32,345.03,-0.71,-0.2058,9248400,3184409088.0,0.0578,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5681280000000.0,5509120000000.0
AAPL.US,20110203,344.24,338.55,343.44,344.32,-0.88,-0.2556,14064200,4830208848.0,0.0879,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5666760000000.0,5495040000000.0
AAPL.US,20110204,346.7,343.51,346.5,343.44,3.06,0.891,11494300,3982774950.0,0.0718,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5717250000000.0,5544000000000.0
AAPL.US,20110207,353.25,347.64,351.88,346.5,5.38,1.5527,17322200,6095335736.0,0.1083,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5806020000000.0,5630080000000.0
AAPL.US,20110208,355.52,352.15,355.2,351.88,3.32,0.9435,13608600,4833774720.0,0.0851,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5860800000000.0,5683200000000.0
AAPL.US,20110209,359.0,354.87,358.16,355.2,2.96,0.8333,17240900,6175000744.0,0.1078,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5909640000000.0,5730560000000.0
AAPL.US,20110210,360.0,348.0,354.54,358.16,-3.62,-1.0107,33162500,11757432750.0,0.2073,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5849910000000.0,5672640000000.0
AAPL.US,20110211,357.8,353.54,356.85,354.54,2.31,0.6515,13127600,4684584060.0,0.082,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5888025000000.0,5709600000000.0
AAPL.US,20110214,359.48,356.71,359.18,356.85,2.33,0.6529,11086300,3981977234.0,0.0693,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5926470000000.0,5746880000000.0
AAPL.US,20110215,359.97,357.55,359.9,359.18,0.72,0.2005,10149100,3652661090.0,0.0634,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5938350000000.0,5758400000000.0
AAPL.US,20110216,364.9,360.5,363.13,359.9,3.23,0.8975,17184200,6240098546.0,0.1074,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5991645000000.0,5810080000000.0
AAPL.US,20110217,360.27,356.52,358.3,363.13,-4.83,-1.3301,18949400,6789570020.0,0.1184,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5911950000000.0,5732800000000.0
AAPL.US,20110218,359.5,349.52,350.56,358.3,-7.74,-2.1602,29144900,10217036144.0,0.1822,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5784240000000.0,5608960000000.0
AAPL.US,20110222,345.4,337.72,338.61,350.56,-11.95,-3.4088,31162700,10552001847.0,0.1948,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5587065000000.0,5417760000000.0
AAPL.US,20110223,344.64,338.61,342.62,338.61,4.01,1.1843,23994800,8221098376.0,0.15,7.5,7.2,16500000000.0,16000000000.0,16000000000.0,5653230000000.0,5481920000000.0
